name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"ST._LOUIS, MARTIN",Tampa Bay,207,3355:10,54,84,48,138,404,551,687,13.37,0.97,1.50,0.86,2.47,7.22,9.85,12.29,30.0,46.7,76.7
"KUNITZ, CHRIS",Pittsburgh,196,2631:06,47,60,31,107,334,480,617,14.07,1.07,1.37,0.71,2.44,7.62,10.95,14.07,28.5,36.4,64.8
"GIROUX, CLAUDE",Philadelphia,207,2866:53,37,79,54,116,353,478,642,10.48,0.77,1.65,1.13,2.43,7.39,10.00,13.44,25.2,53.7,78.9
"EBERLE, JORDAN",Edmonton,195,2728:03,47,63,43,110,354,474,607,13.28,1.03,1.39,0.95,2.42,7.79,10.43,13.35,36.2,48.5,84.6
"KANE, PATRICK",Chicago,202,3127:55,48,78,50,126,451,601,784,10.64,0.92,1.50,0.96,2.42,8.65,11.53,15.04,29.3,47.6,76.8
"SPEZZA, JASON",Ottawa,147,2135:10,31,55,39,86,283,422,537,10.95,0.87,1.55,1.10,2.42,7.95,11.86,15.09,27.9,49.5,77.5
"BENN, JAMIE",Dallas,181,2532:32,41,61,29,102,369,508,680,11.11,0.97,1.45,0.69,2.42,8.74,12.04,16.11,33.9,50.4,84.3
"BAERTSCHI, SVEN",Calgary,25,274:50,5,6,3,11,33,40,50,15.15,1.09,1.31,0.65,2.40,7.20,8.73,10.92,45.5,54.5,100.0
"VAN_DER_GULIK, DAVID",Colorado,40,276:14,2,9,7,11,39,50,61,5.13,0.43,1.95,1.52,2.39,8.47,10.86,13.25,10.5,47.4,57.9
"KADRI, NAZEM",Toronto,98,1248:35,17,32,25,49,148,219,294,11.49,0.82,1.54,1.20,2.35,7.11,10.52,14.13,27.9,52.5,80.3
"LUCIC, MILAN",Boston,206,2883:25,45,68,38,113,311,453,639,14.47,0.94,1.42,0.79,2.35,6.47,9.43,13.30,28.8,43.6,72.4
"KREJCI, DAVID",Boston,201,2911:32,39,75,50,114,291,402,524,13.40,0.80,1.55,1.03,2.35,6.00,8.28,10.80,26.9,51.7,78.6
"RADULOV, ALEXANDER",Nashville,9,153:33,3,3,2,6,20,26,32,15.00,1.17,1.17,0.78,2.34,7.82,10.16,12.50,33.3,33.3,66.7
"SEMIN, ALEXANDER",Carolina,185,2585:33,42,59,40,101,394,606,861,10.66,0.97,1.37,0.93,2.34,9.14,14.06,19.98,29.8,41.8,71.6
"LUPUL, JOFFREY",Toronto,136,1830:24,33,38,22,71,268,361,474,12.31,1.08,1.25,0.72,2.33,8.79,11.83,15.54,33.0,38.0,71.0
"DATSYUK, PAVEL",Detroit,173,2481:01,30,66,39,96,298,420,571,10.07,0.73,1.60,0.94,2.32,7.21,10.16,13.81,24.6,54.1,78.7
"BITZ, BYRON",Vancouver,10,104:06,1,3,2,4,6,8,10,16.67,0.58,1.73,1.15,2.31,3.46,4.61,5.76,25.0,75.0,100.0
"NASH, RICK",NY Rangers,201,2846:44,56,53,32,109,569,732,912,9.84,1.18,1.12,0.67,2.30,11.99,15.43,19.22,40.9,38.7,79.6
"KOPITAR, ANZE",Los Angeles,204,3010:10,41,74,48,115,378,531,673,10.85,0.82,1.48,0.96,2.29,7.53,10.58,13.41,27.5,49.7,77.2
"SHARP, PATRICK",Chicago,176,2490:17,45,50,28,95,451,593,759,9.98,1.08,1.20,0.67,2.29,10.87,14.29,18.29,35.4,39.4,74.8
"DUPUIS, PASCAL",Pittsburgh,211,2864:00,47,62,30,109,443,610,784,10.61,0.98,1.30,0.63,2.28,9.28,12.78,16.42,30.5,40.3,70.8
"VANEK, THOMAS",Buffalo,196,2577:34,40,58,38,98,347,465,588,11.53,0.93,1.35,0.88,2.28,8.08,10.82,13.69,31.0,45.0,76.0
"PACIORETTY, MAX",Montreal,160,2158:31,39,43,28,82,434,586,721,8.99,1.08,1.20,0.78,2.28,12.06,16.29,20.04,35.8,39.4,75.2
"MARCHAND, BRAD",Boston,198,2527:34,41,55,30,96,319,409,527,12.85,0.97,1.31,0.71,2.28,7.57,9.71,12.51,31.1,41.7,72.7
"BERGERON, PATRICE",Boston,203,2659:55,35,65,41,100,379,529,680,9.23,0.79,1.47,0.92,2.26,8.55,11.93,15.34,25.4,47.1,72.5
"HORTON, NATHAN",Boston,169,2269:17,42,43,26,85,312,409,533,13.46,1.11,1.14,0.69,2.25,8.25,10.81,14.09,33.1,33.9,66.9
"WILLIAMS, JUSTIN",Los Angeles,203,2805:05,35,69,34,104,489,655,816,7.16,0.75,1.48,0.73,2.22,10.46,14.01,17.45,26.3,51.9,78.2
"BURROWS, ALEX",Vancouver,199,2675:22,55,44,21,99,384,527,652,14.32,1.23,0.99,0.47,2.22,8.61,11.82,14.62,40.1,32.1,72.3
"RYAN, BOBBY",Anaheim,210,3116:26,58,57,38,115,446,613,755,13.00,1.12,1.10,0.73,2.21,8.59,11.80,14.54,38.9,38.3,77.2
"WHITNEY, RAY",Dallas,189,2578:34,33,62,47,95,271,367,481,12.18,0.77,1.44,1.09,2.21,6.31,8.54,11.19,26.2,49.2,75.4
"PERREAULT, MATHIEU",Washington,137,1427:11,24,28,20,52,121,180,249,19.83,1.01,1.18,0.84,2.19,5.09,7.57,10.47,33.3,38.9,72.2
"KESSEL, PHIL",Toronto,212,3242:05,54,64,44,118,570,768,1021,9.47,1.00,1.18,0.81,2.18,10.55,14.21,18.90,36.0,42.7,78.7
"POULIOT, BENOIT",Tampa Bay,187,2019:12,33,40,24,73,260,355,433,12.69,0.98,1.19,0.71,2.17,7.73,10.55,12.87,33.0,40.0,73.0
"VORACEK, JAKUB",Philadelphia,206,2574:32,38,55,35,93,332,439,557,11.45,0.89,1.28,0.82,2.17,7.74,10.23,12.98,29.2,42.3,71.5
"MAXWELL, BEN",Winnipeg,27,222:47,2,6,4,8,21,27,31,9.52,0.54,1.62,1.08,2.15,5.66,7.27,8.35,25.0,75.0,100.0
"HALL, TAYLOR",Edmonton,171,2480:08,35,54,36,89,408,558,753,8.58,0.85,1.31,0.87,2.15,9.87,13.50,18.22,31.0,47.8,78.8
"HALISCHUK, MATT",Nashville,136,1365:27,22,27,17,49,161,207,246,13.66,0.97,1.19,0.75,2.15,7.07,9.10,10.81,38.6,47.4,86.0
"RIBEIRO, MIKE",Washington,204,2935:47,29,76,50,105,281,377,481,10.32,0.59,1.55,1.02,2.15,5.74,7.70,9.83,22.7,59.4,82.0
"CRACKNELL, ADAM",St. Louis,46,391:35,6,8,5,14,45,66,85,13.33,0.92,1.23,0.77,2.15,6.90,10.11,13.02,33.3,44.4,77.8
"PURCELL, TEDDY",Tampa Bay,210,2546:36,34,57,39,91,332,438,559,10.24,0.80,1.34,0.92,2.14,7.82,10.32,13.17,25.6,42.9,68.4
"NEAL, JAMES",Pittsburgh,199,2775:18,49,50,30,99,458,614,837,10.70,1.06,1.08,0.65,2.14,9.90,13.27,18.10,34.8,35.5,70.2
"YAKUPOV, NAIL",Edmonton,48,560:51,10,10,7,20,52,76,106,19.23,1.07,1.07,0.75,2.14,5.56,8.13,11.34,41.7,41.7,83.3
"DOWNIE, STEVE",Colorado,134,1712:24,20,41,25,61,192,267,352,10.42,0.70,1.44,0.88,2.14,6.73,9.36,12.33,21.7,44.6,66.3
"PALMIERI, KYLE",Anaheim,70,729:56,13,13,8,26,119,169,212,10.92,1.07,1.07,0.66,2.14,9.78,13.89,17.43,38.2,38.2,76.5
"HOSSA, MARIAN",Chicago,186,2583:10,36,56,30,92,374,492,647,9.63,0.84,1.30,0.70,2.14,8.69,11.43,15.03,30.8,47.9,78.6
"TANGUAY, ALEX",Calgary,183,2528:46,34,56,41,90,165,239,294,20.61,0.81,1.33,0.97,2.14,3.92,5.67,6.98,28.3,46.7,75.0
"POMINVILLE, JASON",Minnesota,202,2641:52,42,52,32,94,400,521,651,10.50,0.95,1.18,0.73,2.13,9.08,11.83,14.79,33.6,41.6,75.2
"ZETTERBERG, HENRIK",Detroit,208,3022:31,35,72,44,107,526,700,895,6.65,0.69,1.43,0.87,2.12,10.44,13.90,17.77,24.8,51.1,75.9
"RICHARDS, BRAD",NY Rangers,200,2968:19,43,62,37,105,364,511,672,11.81,0.87,1.25,0.75,2.12,7.36,10.33,13.58,32.6,47.0,79.5
"READ, MATT",Philadelphia,121,1471:27,27,25,11,52,173,250,308,15.61,1.10,1.02,0.45,2.12,7.05,10.19,12.56,38.6,35.7,74.3
"STAAL, ERIC",Carolina,210,3148:21,40,71,49,111,440,619,808,9.09,0.76,1.35,0.93,2.12,8.39,11.80,15.40,27.0,48.0,75.0
"SEGUIN, TYLER",Boston,203,2588:47,42,49,29,91,449,607,765,9.35,0.97,1.14,0.67,2.11,10.41,14.07,17.73,31.8,37.1,68.9
"FILPPULA, VALTTERI",Detroit,193,2654:06,34,59,37,93,258,364,479,13.18,0.77,1.33,0.84,2.10,5.83,8.23,10.83,27.4,47.6,75.0
"EAKIN, CODY",Dallas,78,828:51,8,21,10,29,86,104,146,9.30,0.58,1.52,0.72,2.10,6.23,7.53,10.57,21.6,56.8,78.4
"TAVARES, JOHN",NY Islanders,209,3262:34,52,62,41,114,479,633,801,10.86,0.96,1.14,0.75,2.10,8.81,11.64,14.73,35.9,42.8,78.6
"HAGELIN, CARL",NY Rangers,112,1608:11,21,35,19,56,246,309,394,8.54,0.78,1.31,0.71,2.09,9.18,11.53,14.70,25.9,43.2,69.1
"SAAD, BRANDON",Chicago,48,632:56,9,13,10,22,89,114,133,10.11,0.85,1.23,0.95,2.09,8.44,10.81,12.61,27.3,39.4,66.7
"IGINLA, JAROME",Pittsburgh,208,3222:06,52,59,38,111,467,619,801,11.13,0.97,1.10,0.71,2.07,8.70,11.53,14.92,35.1,39.9,75.0
"PROSPAL, VACLAV",Columbus,159,2119:27,27,46,23,73,221,284,368,12.22,0.76,1.30,0.65,2.07,6.26,8.04,10.42,28.4,48.4,76.8
"STEEN, ALEXANDER",St. Louis,155,2183:03,32,43,25,75,336,487,654,9.52,0.88,1.18,0.69,2.06,9.23,13.38,17.97,33.0,44.3,77.3
"WHEELER, BLAKE",Winnipeg,209,2998:47,42,61,39,103,429,597,723,9.79,0.84,1.22,0.78,2.06,8.58,11.94,14.47,29.6,43.0,72.5
"SYKORA, PETR",New Jersey,82,1113:53,17,21,11,38,139,198,259,12.23,0.92,1.13,0.59,2.05,7.49,10.67,13.95,34.0,42.0,76.0
"VAN_RIEMSDYK, JAMES",Toronto,166,2145:44,36,37,21,73,340,446,577,10.59,1.01,1.03,0.59,2.04,9.51,12.47,16.13,34.0,34.9,68.9
"ERIKSSON, LOUI",Dallas,209,3039:13,34,69,42,103,310,424,526,10.97,0.67,1.36,0.83,2.03,6.12,8.37,10.38,26.0,52.7,78.6
"OVECHKIN, ALEX",Washington,204,3161:16,49,58,39,107,570,807,1167,8.60,0.93,1.10,0.74,2.03,10.82,15.32,22.15,35.0,41.4,76.4
"STALBERG, VIKTOR",Chicago,203,2364:57,38,42,28,80,417,580,706,9.11,0.96,1.07,0.71,2.03,10.58,14.71,17.91,34.9,38.5,73.4
"DUCHENE, MATT",Colorado,185,2638:37,40,49,29,89,340,467,588,11.76,0.91,1.11,0.66,2.02,7.73,10.62,13.37,34.8,42.6,77.4
"TAFFE, JEFF",Minnesota,6,59:25,0,2,1,2,6,7,10,0.00,0.00,2.02,1.01,2.02,6.06,7.07,10.10,0.0,66.7,66.7
"WILSON, KYLE",Nashville,37,327:38,4,7,4,11,33,45,58,12.12,0.73,1.28,0.73,2.01,6.04,8.24,10.62,28.6,50.0,78.6
"ELIAS, PATRIK",New Jersey,210,2744:23,32,60,38,92,327,413,540,9.79,0.70,1.31,0.83,2.01,7.15,9.03,11.81,28.8,54.1,82.9
"GABORIK, MARIAN",Columbus,191,2744:42,49,43,28,92,442,567,694,11.09,1.07,0.94,0.61,2.01,9.66,12.39,15.17,40.5,35.5,76.0
"MCDONALD, ANDY",St. Louis,120,1670:48,25,31,18,56,239,324,388,10.46,0.90,1.11,0.65,2.01,8.58,11.64,13.93,30.5,37.8,68.3
"HUDLER, JIRI",Calgary,196,2452:34,34,48,28,82,213,296,369,15.96,0.83,1.17,0.69,2.01,5.21,7.24,9.03,28.8,40.7,69.5
"COUTURE, LOGAN",San Jose,207,2811:54,51,43,31,94,469,637,796,10.87,1.09,0.92,0.66,2.01,10.01,13.59,16.98,46.4,39.1,85.5
"GLENCROSS, CURTIS",Calgary,186,2379:06,42,37,22,79,258,350,453,16.28,1.06,0.93,0.55,1.99,6.51,8.83,11.42,42.4,37.4,79.8
"BERTUZZI, TODD",Detroit,159,2146:36,28,43,20,71,228,307,377,12.28,0.78,1.20,0.56,1.98,6.37,8.58,10.54,26.7,41.0,67.6
"JAGR, JAROMIR",Boston,118,1543:08,17,34,21,51,178,257,336,9.55,0.66,1.32,0.82,1.98,6.92,9.99,13.06,23.0,45.9,68.9
"KANE, EVANDER",Winnipeg,195,2851:46,46,48,32,94,567,756,943,8.11,0.97,1.01,0.67,1.98,11.93,15.91,19.84,36.5,38.1,74.6
"SKINNER, JEFF",Carolina,187,2550:18,45,39,21,84,414,588,772,10.87,1.06,0.92,0.49,1.98,9.74,13.83,18.16,40.5,35.1,75.7
"BENNETT, BEAU",Pittsburgh,26,273:26,2,7,4,9,25,38,45,8.00,0.44,1.54,0.88,1.97,5.49,8.34,9.87,14.3,50.0,64.3
"COLBORNE, JOE",Toronto,16,182:31,1,5,2,6,12,15,15,8.33,0.33,1.64,0.66,1.97,3.94,4.93,4.93,11.1,55.6,66.7
"MACARTHUR, CLARKE",Toronto,195,2617:04,35,51,33,86,294,397,560,11.90,0.80,1.17,0.76,1.97,6.74,9.10,12.84,29.9,43.6,73.5
"RYDER, MICHAEL",Montreal,207,2678:02,41,47,28,88,354,473,643,11.58,0.92,1.05,0.63,1.97,7.93,10.60,14.41,33.3,38.2,71.5
"FRANZEN, JOHAN",Detroit,194,2649:07,39,48,34,87,420,599,727,9.29,0.88,1.09,0.77,1.97,9.51,13.57,16.47,30.5,37.5,68.0
"PAGEAU, JEAN-GABRIEL",Ottawa,9,91:28,2,1,1,3,13,16,21,15.38,1.31,0.66,0.66,1.97,8.53,10.50,13.78,50.0,25.0,75.0
"BRIERE, DANIEL",Philadelphia,181,2442:10,35,45,27,80,360,445,579,9.72,0.86,1.11,0.66,1.97,8.84,10.93,14.23,30.4,39.1,69.6
"STAFFORD, DREW",Buffalo,188,2443:56,36,44,30,80,395,497,623,9.11,0.88,1.08,0.74,1.96,9.70,12.20,15.29,33.3,40.7,74.1
"ENNIS, TYLER",Buffalo,177,2324:38,33,43,27,76,308,415,527,10.71,0.85,1.11,0.70,1.96,7.95,10.71,13.60,32.0,41.7,73.8
"LECAVALIER, VINCENT",Tampa Bay,168,2326:32,30,46,30,76,294,390,496,10.20,0.77,1.19,0.77,1.96,7.58,10.06,12.79,26.8,41.1,67.9
"THOMAS, BILL",Florida,30,244:56,5,3,1,8,41,55,62,12.20,1.22,0.73,0.24,1.96,10.04,13.47,15.19,62.5,37.5,100.0
"BACKSTROM, NICKLAS",Washington,166,2389:14,23,55,28,78,252,357,455,9.13,0.58,1.38,0.70,1.96,6.33,8.97,11.43,22.1,52.9,75.0
"TENNYSON, MATT",San Jose,4,61:22,0,2,1,2,8,12,17,0.00,0.00,1.96,0.98,1.96,7.82,11.73,16.62,0.0,40.0,40.0
"LADD, ANDREW",Winnipeg,211,3030:21,46,52,29,98,426,585,749,10.80,0.91,1.03,0.57,1.94,8.43,11.58,14.83,34.3,38.8,73.1
"MCMILLAN, CARSON",Minnesota,15,154:50,2,3,1,5,13,19,28,15.38,0.78,1.16,0.39,1.94,5.04,7.36,10.85,28.6,42.9,71.4
"GRABNER, MICHAEL",NY Islanders,199,2385:56,49,28,17,77,396,501,607,12.37,1.23,0.70,0.43,1.94,9.96,12.60,15.26,50.5,28.9,79.4
"HELM, DARREN",Detroit,151,1614:17,18,34,20,52,263,357,475,6.84,0.67,1.26,0.74,1.93,9.78,13.27,17.65,25.7,48.6,74.3
"PARSE, SCOTT",Los Angeles,14,155:16,2,3,1,5,12,18,21,16.67,0.77,1.16,0.39,1.93,4.64,6.96,8.12,25.0,37.5,62.5
"VRBATA, RADIM",Arizona,190,2484:53,38,42,23,80,404,531,668,9.41,0.92,1.01,0.56,1.93,9.76,12.82,16.13,35.8,39.6,75.5
"CALVERT, MATT",Columbus,97,1028:51,15,18,10,33,95,126,181,15.79,0.87,1.05,0.58,1.92,5.54,7.35,10.56,33.3,40.0,73.3
"ATKINSON, CAM",Columbus,62,779:58,12,13,10,25,138,186,219,8.70,0.92,1.00,0.77,1.92,10.62,14.31,16.85,29.3,31.7,61.0
"SELANNE, TEEMU",Anaheim,201,2693:45,32,54,39,86,292,390,480,10.96,0.71,1.20,0.87,1.92,6.50,8.69,10.69,29.4,49.5,78.9
"HANSEN, JANNIK",Vancouver,211,2575:29,31,51,37,82,297,397,504,10.44,0.72,1.19,0.86,1.91,6.92,9.25,11.74,27.2,44.7,71.9
"MOULSON, MATT",NY Islanders,211,3142:05,47,53,30,100,426,551,730,11.03,0.90,1.01,0.57,1.91,8.13,10.52,13.94,33.6,37.9,71.4
"STEPAN, DEREK",NY Rangers,212,2891:20,40,52,36,92,340,462,613,11.76,0.83,1.08,0.75,1.91,7.06,9.59,12.72,29.9,38.8,68.7
"RUUTU, TUOMO",Carolina,170,2234:17,28,43,27,71,261,350,482,10.73,0.75,1.15,0.73,1.91,7.01,9.40,12.94,26.4,40.6,67.0
"COLE, ERIK",Dallas,210,2803:08,49,40,21,89,392,534,725,12.50,1.05,0.86,0.45,1.91,8.39,11.43,15.52,38.9,31.7,70.6
"BULMER, BRETT",Minnesota,9,94:31,0,3,0,3,7,10,13,0.00,0.00,1.90,0.00,1.90,4.44,6.35,8.25,0.0,100.0,100.0
"HARTNELL, SCOTT",Philadelphia,196,2621:35,41,42,23,83,362,487,586,11.33,0.94,0.96,0.53,1.90,8.29,11.15,13.41,30.1,30.9,61.0
"CARTER, JEFF",Los Angeles,183,2473:08,48,30,15,78,449,629,799,10.69,1.16,0.73,0.36,1.89,10.89,15.26,19.38,42.5,26.5,69.0
"PERRY, COREY",Anaheim,206,3181:41,51,49,32,100,477,664,827,10.69,0.96,0.92,0.60,1.89,9.00,12.52,15.60,38.3,36.8,75.2
"BICKELL, BRYAN",Chicago,197,2386:31,31,44,25,75,272,370,491,11.40,0.78,1.11,0.63,1.89,6.84,9.30,12.34,31.6,44.9,76.5
"ANISIMOV, ARTEM",Columbus,196,2419:51,33,43,24,76,300,408,544,11.00,0.82,1.07,0.60,1.88,7.44,10.12,13.49,34.0,44.3,78.4
"DESHARNAIS, DAVID",Montreal,172,2134:47,22,45,26,67,159,201,260,13.84,0.62,1.26,0.73,1.88,4.47,5.65,7.31,20.8,42.5,63.2
"MORROW, BRENDEN",Pittsburgh,183,2424:07,36,40,20,76,238,327,425,15.13,0.89,0.99,0.49,1.88,5.89,8.09,10.52,32.4,36.0,68.5
"THORNTON, JOE",San Jose,210,3010:29,24,70,46,94,255,341,424,9.41,0.48,1.40,0.92,1.87,5.08,6.80,8.45,17.8,51.9,69.6
"HAVLAT, MARTIN",San Jose,157,2177:47,27,41,30,68,316,414,523,8.54,0.74,1.13,0.83,1.87,8.71,11.41,14.41,29.7,45.1,74.7
"WELLWOOD, KYLE",Winnipeg,151,1891:37,23,36,19,59,163,217,275,14.11,0.73,1.14,0.60,1.87,5.17,6.88,8.72,30.7,48.0,78.7
"STERLING, BRETT",St. Louis,11,96:37,2,1,1,3,13,18,23,15.38,1.24,0.62,0.62,1.86,8.07,11.18,14.28,40.0,20.0,60.0
"HODGSON, CODY",Buffalo,139,1611:54,22,28,16,50,201,257,342,10.95,0.82,1.04,0.60,1.86,7.48,9.57,12.73,31.4,40.0,71.4
"GRABOVSKI, MIKHAIL",Toronto,203,2870:43,43,46,33,89,378,543,739,11.38,0.90,0.96,0.69,1.86,7.90,11.35,15.45,31.9,34.1,65.9
"STAAL, JORDAN",Carolina,152,2198:38,29,39,26,68,258,353,451,11.24,0.79,1.06,0.71,1.86,7.04,9.63,12.31,30.5,41.1,71.6
"PARENTEAU, PIERRE",Colorado,209,3049:46,32,62,42,94,307,394,510,10.42,0.63,1.22,0.83,1.85,6.04,7.75,10.03,24.4,47.3,71.8
"PERRON, DAVID",St. Louis,115,1592:01,26,23,12,49,147,200,252,17.69,0.98,0.87,0.45,1.85,5.54,7.54,9.50,40.6,35.9,76.6
"GODARD, ERIC",Pittsburgh,19,97:31,0,3,3,3,1,2,3,0.00,0.00,1.85,1.85,1.85,0.62,1.23,1.85,0.0,60.0,60.0
"MOSS, DAVID",Arizona,135,1528:29,17,30,16,47,251,339,423,6.77,0.67,1.18,0.63,1.84,9.85,13.31,16.60,27.9,49.2,77.0
"STEWART, CHRIS",St. Louis,189,2508:37,32,45,31,77,314,414,499,10.19,0.77,1.08,0.74,1.84,7.51,9.90,11.93,30.2,42.5,72.6
"KULEMIN, NIKOLAI",Toronto,200,2606:45,35,45,17,80,284,428,550,12.32,0.81,1.04,0.39,1.84,6.54,9.85,12.66,28.9,37.2,66.1
"HIGGINS, CHRIS",Vancouver,174,2218:01,32,36,18,68,340,446,539,9.41,0.87,0.97,0.49,1.84,9.20,12.06,14.58,35.2,39.6,74.7
"PARISE, ZACH",Minnesota,143,2122:52,31,34,21,65,352,443,516,8.81,0.88,0.96,0.59,1.84,9.95,12.52,14.58,36.9,40.5,77.4
"DUCO, MIKE",Vancouver,8,65:20,0,2,2,2,4,4,6,0.00,0.00,1.84,1.84,1.84,3.67,3.67,5.51,0.0,50.0,50.0
"SZCZECHURA, PAUL",Buffalo,9,98:10,1,2,2,3,10,12,15,10.00,0.61,1.22,1.22,1.83,6.11,7.33,9.17,20.0,40.0,60.0
"STILLMAN, CORY",Carolina,65,852:39,9,17,11,26,89,129,169,10.11,0.63,1.20,0.77,1.83,6.26,9.08,11.89,23.1,43.6,66.7
"LEINO, VILLE",Buffalo,160,2199:04,22,45,22,67,174,239,318,12.64,0.60,1.23,0.60,1.83,4.75,6.52,8.68,22.4,45.9,68.4
"GETZLAF, RYAN",Anaheim,193,3058:18,18,75,46,93,251,376,491,7.17,0.35,1.47,0.90,1.82,4.92,7.38,9.63,13.8,57.7,71.5
"PAVELSKI, JOE",San Jose,204,2862:16,38,49,33,87,456,622,785,8.33,0.80,1.03,0.69,1.82,9.56,13.04,16.46,31.4,40.5,71.9
"BOUCHARD, PIERRE-MARC",Minnesota,139,1678:14,22,29,13,51,198,247,306,11.11,0.79,1.04,0.46,1.82,7.08,8.83,10.94,31.0,40.8,71.8
"TARASENKO, VLADIMIR",St. Louis,38,428:51,5,8,7,13,65,94,115,7.69,0.70,1.12,0.98,1.82,9.09,13.15,16.09,33.3,53.3,86.7
"JOHANSSON, MARCUS",Washington,183,2344:03,26,45,30,71,191,249,345,13.61,0.67,1.15,0.77,1.82,4.89,6.37,8.83,24.1,41.7,65.7
"GAGNER, SAM",Edmonton,191,2645:10,26,54,28,80,284,407,525,9.15,0.59,1.22,0.64,1.81,6.44,9.23,11.91,22.4,46.6,69.0
"ERAT, MARTIN",Washington,180,2481:44,21,54,25,75,230,304,406,9.13,0.51,1.31,0.60,1.81,5.56,7.35,9.82,21.2,54.5,75.8
"BOURQUE, GABRIEL",Nashville,77,993:10,14,16,7,30,101,135,170,13.86,0.85,0.97,0.42,1.81,6.10,8.16,10.27,32.6,37.2,69.8
"MAULDIN, GREG",Colorado,29,265:20,3,5,5,8,40,59,66,7.50,0.68,1.13,1.13,1.81,9.05,13.34,14.92,25.0,41.7,66.7
"HORNQVIST, PATRIC",Nashville,179,2262:46,31,37,21,68,450,568,681,6.89,0.82,0.98,0.56,1.80,11.93,15.06,18.06,33.3,39.8,73.1
"WOLSKI, WOJTEK",Washington,131,1564:20,17,30,15,47,193,264,322,8.81,0.65,1.15,0.58,1.80,7.40,10.13,12.35,27.9,49.2,77.0
"OKPOSO, KYLE",NY Islanders,165,2340:23,29,41,25,70,281,386,503,10.32,0.74,1.05,0.64,1.79,7.20,9.90,12.90,27.4,38.7,66.0
"KOSTITSYN, ANDREI",Nashville,153,2012:26,23,37,21,60,275,366,504,8.36,0.69,1.10,0.63,1.79,8.20,10.91,15.03,27.4,44.0,71.4
"DOAN, SHANE",Arizona,199,2867:11,31,54,31,85,403,568,720,7.69,0.65,1.13,0.65,1.78,8.43,11.89,15.07,26.1,45.4,71.4
"LATENDRESSE, GUILLAUME",Ottawa,54,641:22,9,10,8,19,80,111,140,11.25,0.84,0.94,0.75,1.78,7.48,10.38,13.10,34.6,38.5,73.1
"DADONOV, EVGENY",Florida,51,608:45,8,10,4,18,76,103,122,10.53,0.79,0.99,0.39,1.77,7.49,10.15,12.02,33.3,41.7,75.0
"TORRES, RAFFI",San Jose,198,2205:54,30,35,17,65,251,342,397,11.95,0.82,0.95,0.46,1.77,6.83,9.30,10.80,35.7,41.7,77.4
